Strike,Moneyness,Bid,Midpoint,Ask,Last,Change,%Chg,Volume,"Open Int",Vol/OI,IV,Type,Time
73.00,-0.62%,0.01,0.71,1.40,1.06,-4.13,-79.58%,4,3,1.33,17.61%,Call,02/02/21
73.50,-1.31%,0.01,0.58,1.14,0.75,0.00,unch,2,12,0.17,22.40%,Call,02/03/21
74.00,-2.00%,0.41,0.52,0.63,1.86,1.86,unch,2,9,0.22,21.01%,Call,01/26/21
74.50,-2.69%,0.02,0.45,0.88,0.56,0.06,+12.00%,3,14,0.21,22.50%,Call,02/02/21
75.00,-3.38%,0.03,0.32,0.61,0.33,-0.10,-23.26%,2,25,0.08,22.26%,Call,02/03/21
75.50,-4.07%,0.10,0.32,0.54,0.21,-0.62,-74.70%,1,4,0.25,24.57%,Call,02/02/21
76.00,-4.76%,0.01,0.13,0.25,0.16,-0.09,-36.00%,4,17,0.24,21.66%,Call,02/03/21
76.50,-5.44%,0.01,0.12,0.23,0.20,-0.39,-66.10%,2,215,0.01,22.04%,Call,02/01/21
77.00,-6.13%,0.02,0.11,0.20,0.10,-0.20,-66.67%,5,10,0.50,23.51%,Call,01/29/21
77.50,-6.82%,0.06,0.13,0.19,0.20,-0.08,-28.57%,1,3,0.33,0.00%,Call,01/29/21
78.00,-7.51%,0.04,0.11,0.17,0.23,-0.15,-39.47%,6,6,1.00,0.00%,Call,01/26/21
78.50,-8.20%,0.05,0.10,0.15,0.07,-0.65,-90.28%,1,1,1.00,0.00%,Call,02/02/21
79.00,-8.89%,0.04,0.09,0.14,0.04,-0.76,-95.00%,1,4,0.25,0.00%,Call,02/02/21
80.00,-10.27%,0.04,0.09,0.13,0.36,-0.75,-67.57%,9,13,0.69,0.00%,Call,01/20/21
81.00,-11.65%,0.02,0.08,0.14,0.20,0.10,+100.00%,5,5,1.00,0.00%,Call,01/26/21
81.50,-12.34%,0.01,0.06,0.11,0.00,0.00,unch,0,0,0.00,0.00%,Call,N/A
82.00,-13.03%,0.01,0.07,0.12,0.00,0.00,unch,0,0,0.00,0.00%,Call,N/A
82.50,-13.71%,0.01,0.07,0.13,0.00,0.00,unch,0,0,0.00,0.00%,Call,N/A
83.00,-14.40%,0.01,0.07,0.12,0.00,0.00,unch,0,0,0.00,0.00%,Call,N/A
83.50,-15.09%,0.01,0.07,0.12,0.00,0.00,unch,0,0,0.00,0.00%,Call,N/A
85.00,-17.16%,0.01,0.06,0.10,0.07,0.07,unch,211,208,1.01,0.00%,Call,01/04/21
90.00,-24.05%,0.00,0.05,0.09,0.00,0.00,unch,0,0,0.00,0.00%,Call,N/A
40.00,-44.87%,0.01,0.06,0.10,0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
45.00,-37.97%,0.01,0.06,0.10,0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
50.00,-31.08%,0.01,0.05,0.09,0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
55.00,-24.19%,0.01,0.06,0.11,0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
60.00,-17.30%,0.01,0.07,0.13,0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
64.00,-11.78%,0.05,0.11,0.16,0.00,0.00,unch,0,10,0.00,0.00%,Put,N/A
65.00,-10.41%,0.03,0.11,0.19,0.50,-0.12,-19.35%,4,13,0.31,0.00%,Put,01/06/21
65.50,-9.72%,0.01,0.14,0.26,0.00,0.00,unch,0,0,0.00,0.00%,Put,N/A
66.00,-9.03%,0.02,0.11,0.19,0.49,0.09,+22.50%,21,25,0.84,0.00%,Put,02/01/21
66.50,-8.34%,0.02,0.12,0.22,0.18,-0.70,-79.55%,1,1,1.00,0.00%,Put,02/02/21
67.00,-7.65%,0.04,0.14,0.24,0.58,0.34,+141.67%,20,11,1.82,0.00%,Put,02/01/21
67.50,-6.96%,0.06,0.16,0.26,0.57,0.57,unch,93,93,1.00,0.00%,Put,02/01/21
68.00,-6.27%,0.01,0.18,0.35,0.79,0.48,+154.84%,2,3,0.67,28.93%,Put,01/29/21
68.50,-5.58%,0.02,0.16,0.30,0.00,0.00,unch,0,0,0.00,25.65%,Put,N/A
69.00,-4.89%,0.02,0.34,0.66,0.00,0.00,unch,0,0,0.00,29.61%,Put,N/A
69.50,-4.20%,0.03,0.15,0.27,1.54,0.11,+7.69%,1,5,0.20,20.41%,Put,01/29/21
70.00,-3.51%,0.01,0.29,0.57,0.46,-0.99,-68.28%,1,262,0.00,22.50%,Put,02/02/21
70.50,-2.83%,0.01,0.37,0.73,0.55,-1.00,-64.52%,2,17,0.12,21.78%,Put,02/02/21
71.00,-2.14%,0.01,0.47,0.92,0.65,-1.09,-62.64%,1,25,0.04,20.92%,Put,02/02/21
71.50,-1.45%,0.02,0.53,1.04,1.67,-0.77,-31.56%,5,13,0.38,18.90%,Put,01/12/21
72.00,-0.76%,0.20,0.83,1.45,2.11,-0.66,-23.83%,30,41,0.73,21.03%,Put,02/01/21
72.50,-0.07%,0.05,0.92,1.78,1.27,-1.61,-55.90%,20,29,0.69,18.28%,Put,02/02/21
73.00,+0.62%,0.02,0.98,1.94,0.00,0.00,unch,0,0,0.00,14.23%,Put,N/A
73.50,+1.31%,0.16,1.61,3.05,2.64,2.64,unch,6,6,1.00,20.56%,Put,01/28/21
74.00,+2.00%,0.11,1.40,2.68,2.05,-2.17,-51.42%,6,32,0.19,35.92%,Put,02/02/21
74.50,+2.69%,0.12,1.64,3.15,0.00,0.00,unch,0,0,0.00,38.90%,Put,N/A
75.00,+3.38%,0.10,2.13,4.15,2.75,-2.23,-44.78%,1,7,0.14,52.63%,Put,02/02/21
75.50,+4.07%,0.50,2.55,4.60,3.02,0.84,+38.53%,1,4,0.25,15.84%,Put,02/03/21
76.00,+4.76%,1.10,2.78,4.45,0.00,0.00,unch,0,0,0.00,44.27%,Put,N/A
76.50,+5.44%,1.50,3.23,4.95,6.10,3.90,+177.27%,2,3,0.67,47.21%,Put,01/29/21
77.00,+6.13%,2.00,4.25,6.50,5.00,5.00,unch,2,2,1.00,73.11%,Put,02/02/21
77.50,+6.82%,2.50,4.28,6.05,0.00,0.00,unch,0,0,0.00,55.21%,Put,N/A
78.00,+7.51%,2.50,4.88,7.25,0.00,0.00,unch,0,0,0.00,73.86%,Put,N/A
78.50,+8.20%,3.00,5.03,7.05,3.02,3.02,unch,1,1,1.00,60.63%,Put,01/12/21
79.00,+8.89%,3.50,5.53,7.55,0.00,0.00,unch,0,0,0.00,63.25%,Put,N/A
80.00,+10.27%,4.50,6.58,8.65,0.00,0.00,unch,0,0,0.00,70.84%,Put,N/A
81.00,+11.65%,5.50,7.78,10.05,0.00,0.00,unch,0,0,0.00,85.66%,Put,N/A
81.50,+12.34%,6.00,8.05,10.10,6.15,6.15,unch,3,2,1.50,76.87%,Put,01/19/21
82.00,+13.03%,6.50,8.55,10.60,0.00,0.00,unch,0,0,0.00,79.22%,Put,N/A
82.50,+13.71%,7.10,9.20,11.30,0.00,0.00,unch,0,0,0.00,86.79%,Put,N/A
83.00,+14.40%,7.50,9.55,11.60,0.00,0.00,unch,0,0,0.00,83.79%,Put,N/A
83.50,+15.09%,8.10,10.10,12.10,0.00,0.00,unch,0,0,0.00,86.02%,Put,N/A
85.00,+17.16%,9.50,11.73,13.95,0.00,0.00,unch,0,0,0.00,102.10%,Put,N/A
90.00,+24.05%,14.50,16.55,18.60,0.00,0.00,unch,0,0,0.00,112.46%,Put,N/A
"Downloaded from Barchart.com as of 02-04-2021 08:18am CST"
